text,category
we are a distributor in nigeria and we are interested in your product line can you share your export price list and partnership terms?,general_enquiry
What is the standard procedure for warranty claims? One of our new units is showing a fault code (E-02) right out of the box.,general_enquiry
tell me the standard procedure for warranty claims?,general_enquiry
tell me the standard procedure for warranty claims? one of our new units shows a fault code e-02 right out of the box,general_enquiry
tell me the standard procedure for warranty claims? one of our new units is showing a fault code e-02 right out of the box,general_enquiry
Do you offer onsite installation and training services in the tier-2 cities like Lucknow and Jaipur?,general_enquiry
do you offer onsite installation and training services in tier-2 cities like lucknow and jaipur?,general_enquiry
do you offer onsite installations training services in the tier-2 cities like lucknow and jaipur?,general_enquiry
do you offer onsite installation and training services in the tier 2 cities like lucknow and jaipur?,general_enquiry
"For a 1000 sq ft server room with a raised floor, how many aerosol generators would you recommend for total flooding as per NFPA 2010?",general_enquiry
"For a 1000 sq ft server room with a raised floor, how many aerosol generators would you recommend for total flooding as per NFPA 2010?",general_enquiry
Please quote for 250 units of 2kg ABC extinguishers for a government housing project. We need BIS and ISI certification. Please provide your most competitive rate.,quotation_request
Please quote for 250 units of 2kg ABC extinguishers for a government housing project. We need BIS and ISI certification. Please provide your most competitive rate.,quotation_request
"We need a quotation for an entire kitchen hood fire suppression system for a 3-star hotel. Please include design, supply, and installation. Must comply with NFPA 96.",quotation_request
"We need a quotation for an entire kitchen hood fire suppression system for a 3-star hotel. Please include design, supply, and installation. Must comply with NFPA 96.",quotation_request
"Requesting a quote for the annual maintenance contract (AMC) for 120 extinguishers of mixed types (CO2, DCP, Foam) spread across 3 of our office locations in Delhi NCR.",quotation_request
"Requesting a quote for the annual maintenance contract (AMC) for 120 extinguishers of mixed types (CO2, DCP, Foam) spread across 3 of our office locations in Delhi NCR.",quotation_request
Kindly provide your best offer for 20 trolley-mounted 50kg foam extinguishers with MED certification for our fleet of vessels.,quotation_request
please make your best offer for 20 trolley-mounted 50kg foam extinguishers with med certification for our fleet of vessels,quotation_request
kindly provide your best offer for 20 trolley-mounted 50kg foam extinguishers with med certification for our fleet of ships,quotation_request
please provide your best offer for 20 trolley-mounted 50kg foam extinguishers with med certification for our fleet of vessels,quotation_request
kindly provide your best offer for 20 trolley-mounted 50kg foam extinguishers with med certification for our fleet of vessels,quotation_request
"We require pricing for 5 sets of clean agent systems for our electrical panel rooms. Please specify the agent used (e.g., Novec 1230, FM-200) and provide UL certification.",quotation_request
"We require pricing for 5 sets of clean agent systems for our electrical panel rooms. Please specify the agent used (e.g., Novec 1230, FM-200) and provide UL certification.",quotation_request
"The invoice #IN-556 shows a total of ₹50,000, but the approved quotation was for ₹45,000. This is the second time this has happened. Please correct and resend.",complaint
"The invoice #IN-556 shows a total of ₹50,000, but the approved quotation was for ₹45,000. This is the second time this has happened. Please correct and resend.",complaint
We were let down by our previous supplier. We urgently need a quote for 100x 6kg ABC extinguishers (ISI marked) delivered to our Pune site by next Friday. Failure to quote on time will be an issue.,quotation_request
We were let down by our previous supplier. We urgently need a quote for 100x 6kg ABC extinguishers (ISI marked) delivered to our Pune site by next Friday. Failure to quote on time will be an issue.,quotation_request
The main technical problem we are trying to solve is fire suppression in a high-vibration environment for our mining trucks. Can you recommend a system and provide specs? We have an issue with standard brackets failing.,general_enquiry
the main technical problem we are trying to solve is fire suppression in a high vibration environment for our mining trucks can you recommend a system and provide specifications?,general_enquiry
the main technical problem we are trying to solve is fire suppression in a high-vibration environment for our mining trucks can you recommend a system and provide specifications? we have an issue with standard brackets failing,general_enquiry
Following up on my question from last week regarding the MED certification for model FMX-2.5L. We need this confirmation to proceed with our client's PO. Any update?,follow_up
Following up on my question from last week regarding the MED certification for model FMX-2.5L. We need this confirmation to proceed with our client's PO. Any update?,follow_up
This is our third follow-up on ticket #C-889. The issue with the leaking valves is still not resolved. We are now escalating this matter to our management.,follow_up
the issue with the leaky valves is still not resolved and we are now escalating this matter to our management,follow_up
this is our third follow up on ticket c-889 the issue with the leaky valves is still not resolved and we will escalate this matter to our management,follow_up
this is our third follow-up on ticket c-889 the issue with the leak valves is still not resolved we are now escalating the matter to our management,follow_up
this is our third follow-up on ticket c-889 the issue with the leaking valves is still not resolved we are now escalating this matter to our management,follow_up
The fire panel your team installed is showing a 'communication error' with the smoke detectors. This is a critical problem for our compliance audit next week. Need this fixed ASAP.,complaint
the fire panel your team installed shows a 'communication error' with the smoke detectors this is a critical problem for our compliance audit next week,complaint
We are looking for a fire safety partner for our upcoming residential project. The primary challenge is finding cost-effective solutions that meet all NBC guidelines. Can you provide a preliminary consultation?,general_enquiry
we are looking for a fire safety partner for our upcoming residential project the primary challenge is finding cost-effective solutions that meet all nbc guidelines can you provide a preliminary consultation,general_enquiry
we are looking for a fire safety partner for our upcoming residential project the primary challenge is finding cost-effective solutions that meet all nbc guidelines can you provide a preliminary consultation?,general_enquiry
Just checking in to see if you had a chance to look at the architectural drawings we sent over for the quotation request? Our bid submission is on the 25th.,follow_up
just checking in to see if you had a chance to look at the architectural drawings we sent for the request for quotes?,follow_up
just checking to see if you had a chance to look at the architectural drawings we sent over for the quote request? our bid submission is on 25,follow_up
just checking in to see if you had the chance to look at the architectural drawings we sent over for the quotation request? our bid submission is on the 25,follow_up
just checking in to see if you had a chance to look at the architectural drawings we sent over for the quotation request? our bid submission is on 25th,follow_up
We have an issue with the latest batch of CO2 extinguishers (Batch #C02-991). The weight is inconsistent across units. This quality control problem needs to be addressed before we can place a larger order.,complaint
we have an issue with the latest batch of co2 extinguishers batch c02-991 the weight is inconsistent across units this quality control problem must be addressed before we can place a bigger order,complaint
we have an issue with the latest batch of co2 extinguishers batch c02-991 the weight is inconsistent across units this quality control problem must be addressed before we can place a larger order,complaint
we have an issue with the latest batch of co2 extinguishers batch c02-991 the weight is inconsistent across units this quality control problem needs to be addressed before we can place a bigger order,complaint
we have an issue with the latest batch of co2 extinguishers batch c02-991 the weight is inconsistent across units this quality control problem needs to be addressed before we can place a larger order,complaint
Reminder: We are still awaiting the revised quotation with the 10% discount we discussed last Tuesday. Please send it today so we can process the PO.,follow_up
Reminder: We are still awaiting the revised quotation with the 10% discount we discussed last Tuesday. Please send it today so we can process the PO.,follow_up
"The problem is not the product itself, but the lack of documentation. Can you please provide the UL certificate and the MSDS for the AFFF foam concentrate? We need this for our safety records.",general_enquiry
can you provide the ul certificate and msds for afff foam concentrate? we need this for our safety records?,general_enquiry
the problem is not the product itself but the lack of documentation can you please provide the ul certificate and the msds for afff foam concentrate?,general_enquiry
The quote you provided (Quote #Q-123) is missing the installation charges we specifically asked for. Please revise and resend the complete quotation.,complaint
The quote you provided (Quote #Q-123) is missing the installation charges we specifically asked for. Please revise and resend the complete quotation.,complaint
We have an urgent requirement for a fire suppression system for a temporary event structure. The main issue is that we cannot drill into the walls. Do you have any solutions that use floor stands or non-permanent mounting?,general_enquiry
We have an urgent requirement for a fire suppression system for a temporary event structure. The main issue is that we cannot drill into the walls. Do you have any solutions that use floor stands or non-permanent mounting?,general_enquiry
Following up on our payment for invoice #7890. It was sent via NEFT on the 18th. Could you please confirm receipt and share the dispatch schedule for the goods?,follow_up
Following up on our payment for invoice #7890. It was sent via NEFT on the 18th. Could you please confirm receipt and share the dispatch schedule for the goods?,follow_up
"We are very disappointed. The delivery for PO#54321 is now two weeks late, and your customer service has provided no clear reason for the delay. This is affecting our project milestones.",complaint
we are very disappointed that delivery of po54321 is now two weeks late and your customer service has provided no clear reason for the delay and this is affecting our project milestones,complaint
Gentle reminder about the technical datasheets for the K-type extinguishers. We requested these last Monday to finalize our internal specifications.,follow_up
a small reminder of technical datasheets for the k-type extinguishers we requested these last monday to finalize our internal specifications,follow_up
gentle reminder about the technical datasheets for k-type extinguishers we requested these last monday to finalize our internal specifications,follow_up
gentle reminder about the technical datasheets for the k-type extinguishers we requested these last monday to finalize our internal specifications,follow_up
Your technician was supposed to arrive at 10 AM for the scheduled maintenance of our FDSS. It is now 2 PM and he is not here. This lack of professionalism is unacceptable.,complaint
Your technician was supposed to arrive at 10 AM for the scheduled maintenance of our FDSS. It is now 2 PM and he is not here. This lack of professionalism is unacceptable.,complaint
"We have a problem with customs clearance for your shipment. They are asking for a Certificate of Origin, which was not included in the documents. Could you please email it to us urgently?",general_enquiry
"We have a problem with customs clearance for your shipment. They are asking for a Certificate of Origin, which was not included in the documents. Could you please email it to us urgently?",general_enquiry
Please provide your most competitive quote for 15 sets of vehicle fire suppression systems for our fleet of buses. We need a solution that is both effective and easy to maintain. The primary issue our last supplier had was frequent false alarms.,quotation_request
Please provide your most competitive quote for 15 sets of vehicle fire suppression systems for our fleet of buses. We need a solution that is both effective and easy to maintain. The primary issue our last supplier had was frequent false alarms.,quotation_request
I am following up on behalf of Mr. Sharma regarding the AMC renewal proposal. He has a few questions about the new terms. Is it possible to schedule a brief call?,follow_up
I am following up on behalf of Mr. Sharma regarding the AMC renewal proposal. He has a few questions about the new terms. Is it possible to schedule a brief call?,follow_up
This is a formal complaint. The extinguishers delivered under PO#9901 are not ISI marked as was mandated in the tender and the quote. This is a major compliance failure.,complaint
This is a formal complaint. The extinguishers delivered under PO#9901 are not ISI marked as was mandated in the tender and the quote. This is a major compliance failure.,complaint
Our current challenge is protecting a heritage building where drilling is not permitted. Can you provide information on wireless fire detection systems and any non-invasive suppression options you offer?,general_enquiry
it is a heritage building where drilling is not allowed can you provide information on wireless fire detection systems and non-invasive suppression options you offer?,general_enquiry
we're currently looking at protecting a historic building where drilling is not permitted can you provide information on wireless fire detection systems and any non-invasive suppression options you offer?,general_enquiry
our current challenge is protecting a heritage building where drilling is not permitted can you provide information on wireless fire detection systems and any non-invasive suppression options you offer?,general_enquiry
Second follow-up on our request for the installation completion certificate (for PO#6543). Our accounts team cannot process the final payment without this document.,follow_up
Second follow-up on our request for the installation completion certificate (for PO#6543). Our accounts team cannot process the final payment without this document.,follow_up
"Could you quote for a replacement control panel for our existing FM-200 system, model FCP-240? The current one has a faulty motherboard. We need a price for supply only.",quotation_request
"Could you quote for a replacement control panel for our existing FM-200 system, model FCP-240? The current one has a faulty motherboard. We need a price for supply only.",quotation_request
There seems to be a slight discrepancy in the shipment. We ordered model ABC-5 but received ABC-3. Could you please advise on the process for an exchange?,complaint
is there any sort of discrepancy in delivery?,complaint
"Security alert: A new sign-in to your account was detected from a new device in Mumbai. If this wasn't you, please secure your account immediately.",other
"Your password for your Google Account was just changed. If you didn't change it, you should recover your account.",other
"GitHub: A new vulnerability was found in one of your dependencies. Action required to update your repository.",other
"Your Amazon.com order of 'Safety Gloves' has shipped! Track your package here.",other
"Subscription Confirmation: You have successfully subscribed to our monthly safety newsletter. To unsubscribe, click here.",other
"URGENT: Your invoice #INV-2024-987 is overdue. Please make a payment to avoid service interruption.",other
"Flash Sale! Get 30% off on all personal safety equipment this weekend only. Shop now before it's too late.",other
"Reminder: We are still awaiting the quotation for 35 ABC extinguishers we requested last Tuesday. Please send it today.",follow_up
"Following up on our order #PO-78901, could you please provide a tracking number or an estimated dispatch date?",follow_up
"This is our third follow-up on complaint ticket #C-123 regarding the faulty FDSS. We are escalating this to management if we do not hear back by EOD.",follow_up
"Just checking in to see if you had a chance to look at the technical specifications we sent over for the sprinkler system? Our client requires confirmation.",follow_up
"Per our call, I am following up to confirm the installation schedule for the hydrant system at our site.",follow_up
"We need a quotation for two large AVD fire blankets, model 8000x6000mm, for our EV battery storage facility.",quotation_request
"Can you provide the technical datasheet for your multi-sensor detectors? We need to know their operating temperature range for our server room.",general_enquiry
"The wheels on the 75kgs trolley mounted DCP extinguisher we received under PO #5543 are jammed and do not move. Please arrange a replacement.",complaint
"Please quote for 20 units of FireFite Lith Ex 9L extinguishers. We need them for our lithium-ion battery recycling plant.",quotation_request
"What is the difference between your DSPA and FAS aerosol systems? We need to understand which is better for a small electrical room.",general_enquiry
"The manual knockdown tool we ordered arrived with a cracked handle. This is unacceptable for a safety device.",complaint
"Following up on our enquiry from last week about the compatibility of your heat detectors with Siemens panels.",follow_up
"We have a requirement for your Firefite FDSS for our fleet of 5 mining trucks. Please send a budgetary quote.",quotation_request
"Do you provide installation services for Hydrant System Valves? We are looking to replace 15 hydrant valves at our factory.",general_enquiry
"Gentle reminder about the pending test certificates for the clean agent extinguishers we received. Our audit is next week.",follow_up
"The 15kg modular ABC powder unit failed to discharge during a routine test. Please advise on warranty claim.",complaint
"What is the shelf life of the AVD Fire Blanket when stored in its original packaging?",general_enquiry
"We are still waiting for your response to our email about the faulty sprinkler heads. This is our second follow-up.",follow_up
"This is a security notification. Your account password was reset successfully. If you did not authorize this, contact support.",other
"Your invoice from 'Cloud Services Inc.' is due in 3 days. Please ensure timely payment.",other
"Don't miss our webinar on 'Advanced Fire Safety in 2024'. Register now for free!",other
"Please quote for 15 units of your Quick response sprinklers (ESFR) for our new warehouse.",quotation_request
"The CO2 Twin Trolley we purchased seems to have a pressure leak in one of the cylinders. Please send a technician to inspect it.",complaint
"We are looking to source heat detectors for our entire building. Do you offer bulk discounts?",general_enquiry
"Reminder: Our annual maintenance contract is up for renewal. Please send the revised proposal we discussed.",follow_up
"Your order has been delivered! We hope you enjoy your new products. Please leave us a review.",other
"You have been mentioned in a comment on LinkedIn. See what people are saying.",other
"Your electricity bill for the month is now available to view online.",other
"Please confirm receipt of our Purchase Order #PO-9981 for the hydrant pumps. We need an estimated delivery date.",follow_up
"Requesting quotation for 30 units of MOD-ABC_POWDER-10KG modular suppression cartridges for our warehouse racking system. Please confirm ISI mark and 5-year warranty.",quotation_request
"Kindly share technical datasheet and UL certificate for LITH-FIREFITE_LITH_EX-6L extinguishers. Required for EV battery storage compliance.",general_enquiry
"Need best price and lead time for 20 sets of AERO-FAS (Fixed Aerosol System) 2.5 kg units for 24/7 data center protection. Include commissioning.",quotation_request
"Could you provide specifications and quantity recommendations for DET-MULTI_SENSOR detectors covering a 500 sq m manufacturing hall? Also share AMC rates.",general_enquiry
"Please quote HYD-PUMP-FIRE_HYDRANT with 2850 lpm @ 8 bar rating for our new factory hydrant ring main; include installation supervision.",quotation_request
"Requesting price for FET-TROLLEY-CO2_TWIN with 2×22.5 kg CO2 cylinders complete with hoses and horns for offshore platform use. MED approval required.",quotation_request
"Kindly send commercial proposal for SYS-AUTO-FIRE_DETECTION_SUPPRESSION integrated with our Siemens FS720 panel; 15 zones, 30 heat detectors, 45 smoke detectors.",quotation_request
"Complaint: MOD-CLEAN_AGENT-5KG units delivered without pressure gauges. Affecting safety compliance. Please replace immediately under warranty.",complaint
"Follow-up: Still awaiting MSDS and EN 3-7 test certificates for LITH-AVD_BLANKET-LARGE; compliance audit scheduled next week.",follow_up
"General enquiry: Do you offer on-site refilling services for HYD-ACCESSORY-HOSE_REEL units in Maharashtra region? Provide schedule and rates.",general_enquiry
"Need quotation for 50 units of MOD-ABC_POWDER-5KG modular cartridges for hotel corridor protection. Include brackets and signage.",quotation_request
"Requesting technical specs and CAD drawing for MOD-CLEAN_AGENT-10KG manifold assembly. Required for consultant approval.",general_enquiry
"Please provide best price for LITH-FIREFITE_LITH_EX-4L extinguishers with 4 m hose and lance for lithium-ion battery warehouse.",quotation_request
"Kindly share UL certification for LITH-AVD_BLANKET-MEDIUM; our client audit is next week.",general_enquiry
"Urgent: quotation for 100 × AERO-DSPA-5KG dry sprinkler powder aerosol generators for cold storage protection.",quotation_request
"Need maintenance checklist and spare parts list for AERO-Manual Knockdown Tool model MK-500.",general_enquiry
"Requesting price and delivery for 40 × DET-SMOKE_DETECTORS addressable type compatible with Notifier NFS2-3030 panel.",quotation_request
"Complaint: DET-HEAT_DETECTORS received with missing bases; installation halted. Please expedite replacements.",complaint
"Please quote HYD-VALVE-WET_ALARM 100 mm flanged with retard chamber and pressure switch for sprinkler system upgrade.",quotation_request
"Need AMC rates for HYD-PUMP-FIRE_HYDRANT diesel-driven 1450 lpm @ 7 bar service twice a year.",general_enquiry
"Requesting brochure for HYD-SPRINKLER-ESFR 17 mm pendent with K-factor 11.2 for high-rack warehouse.",general_enquiry
"Kindly provide MED certificate and test report for FET-TROLLEY-DCP_FOAM_TWIN 50 L + 50 L configuration.",general_enquiry
"Looking for SYS-SPRINKLER_SYSTEM design-build proposal for 12 000 m² logistics center including pump set and 500 heads.",quotation_request
"Follow-up: still awaiting revised BOQ for SYS-HYDRANT_SYSTEM extension at township site; tender closes in 5 days.",follow_up
"Complaint: SYS-AUTO-FIRE_DETECTION_ALARM panel delivered with firmware version mismatch causing false alarms.",complaint
"General enquiry: can SYS-AUTO-FIRE_DETECTION_SUPPRESSION be retrofitted to existing clean agent cylinders?",general_enquiry
"Requesting training schedule for operators on MOD-CLEAN_AGENT-15KG modular systems at our Gujarat facility.",general_enquiry
"Need pricing for 200 m of HYD-ACCESSORY-HOSE_PIPE 65 mm rubber lined with instantaneous couplings.",quotation_request
"Kindly send compliance documents for DET-PORTABLE_GAS_LEAK_DETECTORS used in battery rooms (IEC 60079).",general_enquiry
"Complaint: FET-TROLLEY-CO2_TWIN wheels seized after 3 months, hindering emergency response. Provide immediate resolution.",complaint
"Provide quotation for annual inspection of 75 × AERO-FAS units installed at our solar farm including nozzle replacement kits.",quotation_request
"🚨 Security Alert: A new sign-in to your FireFite account was detected from a Mumbai device. If this wasn't you, click here to secure your account immediately.",other
"Your FireFite newsletter is here! Discover this week’s safety hacks, new product arrivals & a 15 % flash-sale code inside. View in browser →",other
"John Patel has mentioned you in a LinkedIn post: 'Just worked with FireFite on a stellar project...'. See what people are saying.",other
"Congratulations FireFite customer! You’ve won a ₹5 000 gift card. Click here to claim your prize before it expires.",other
"New connection request: Sarah from Safety Weekly wants to join your LinkedIn network.",other
"Password Reset: Your FireFite portal password was successfully changed on 26-Jul-2025 at 08:14 IST.",other
"Limited-Time Offer: 30 % off all Clean-Agent systems this weekend only. Use code FLASH30 at checkout. Shop now!",other
"Your monthly FireFite newsletter is ready—latest blog on NFPA updates and a subscriber-only coupon inside. Unsubscribe anytime.",other
"Account Notice: Your FireFite subscription will auto-renew in 3 days. Update billing details or cancel here.",other
"New follower alert: 5 industry professionals started following you on FireFite Community. View profile →",other
"Please confirm if your 9 Litre Water Type extinguishers are available in a cartridge-operated model, not stored pressure.",general_enquiry
"The SBC stored pressure extinguishers we received are not holding their charge. This is a complaint about batch #SBC-123.",complaint
"We need to replace several hydrant components. Please send a quotation for 10 of your HYD-VALVE-WET_ALARM and 20 fire hose couplings.",quotation_request
"Following up on our enquiry about the Firefite FDAS system. We are still waiting for the technical datasheet.",follow_up
"Our safety audit requires portable gas leak detectors for the battery room. Can you provide a quote for three units?",quotation_request
"Complaint: The Dry Alarm Valve for our sprinkler system is giving false alarms. Please send a technician to inspect.",complaint
"We need to source 50 units of 9kg SBC type extinguishers for a construction project. Please provide your best price and lead time.",quotation_request
"Can your Firefite FAPS integrate with a third-party alarm system? We need confirmation before we can proceed.",general_enquiry
"Reminder: We are still awaiting the pricing for the Water Type trolley mounted extinguishers we asked for last week.",follow_up
"The Fire Hose Reel Drum is leaking from the main joint. This is a critical complaint that needs immediate attention.",complaint
"Your AWS bill for the month of July is now available. Total amount due: $125.45. Please log in to your console to view details.",other
"Action Required: Please verify your new email address for your Dropbox account by clicking the link inside.",other
"Welcome to Slack! We're glad to have you on board. Here are some tips to get you started.",other
"Your LinkedIn profile has appeared in 58 searches this week. See who's interested.",other
"Flight Confirmation: Your flight from Mumbai to Delhi on Indigo 6E-2045 is confirmed for August 15th.",other
"Happy Birthday from your friends at Company Inc! We're celebrating with a special 20% discount just for you.",other
"URGENT BUSINESS PROPOSAL FROM DUBAI. I am Mr. John, a banker with an interesting opportunity for you. Please reply for details.",other
"Your domain name 'bharatifire.com' is set to expire in 30 days. Please renew now to avoid service disruption.",other
"A new device, a Windows PC, just signed into your Facebook account. If this wasn't you, please secure your account now.",other
"Thank you for your payment. Your receipt for order #99812 is attached. We appreciate your business.",other
"New comment on your post: 'Great insights on fire safety!'. See the full conversation on our community forum.",other
"Can you work from home? We have an exciting data entry opportunity with flexible hours and great pay.",other
"Your meeting 'Quarterly Review' with the management team is scheduled for tomorrow at 10:00 AM.",other
"Your free trial is ending soon. Upgrade to a Pro plan to keep enjoying our premium features without interruption.",other
"This is a system notification. The server will be down for scheduled maintenance tonight from 2 AM to 4 AM.",other
"Congratulations! You have been selected as a winner in our monthly lottery. To claim your prize, please provide your bank details.",other
"The document 'Project Plan Q3' has been shared with you on Google Docs. You can now view and comment.",other
"Your package from Delhivery is out for delivery and will arrive today. Your OTP for delivery is 5482.",other
"We've updated our Privacy Policy and Terms of Service. Please review the changes to continue using our platform.",other
"A new job matching your profile 'Python Developer' has been posted on Naukri.com. Apply now.",other
"Your credit card statement for the period ending July 25th is now available. Please log in to your net banking portal.",other
"This email contains an important update about your recent software installation. Please read the attached release notes.",other
"Lose 10kg in 10 days! Our new revolutionary product is changing lives. Click here to learn more.",other
"You have 1 new message from 'Support Team' regarding your ticket #T-5543. Please log in to view the reply.",other
"Did you forget something? Your shopping cart at Myntra still has items in it. Complete your purchase now!",other
"Your yearly subscription to 'Safety Today Magazine' has been successfully renewed.",other
"This is a legal notice regarding your company's patent filing. Please review the attached documents with your legal team.",other
"Team Lunch Invitation: Please join us for a team lunch this Friday at 1 PM to celebrate our recent success.",other
"Your two-factor authentication code is 882145. This code will expire in 10 minutes.",other
"We miss you! It's been a while since your last visit. Here's a 15% off coupon to welcome you back.",other
"Holiday Calendar Update: Please note that the office will be closed on Monday for a public holiday.",other
"This is an automated response to confirm we have received your support request. A team member will get back to you within 24 hours.",other
"New login from Chrome on Windows near Pune, India. Was this you? Click 'Yes' or 'No' below.",other
"Your Zoom meeting is starting in 15 minutes. Topic: Project Kick-off.",other
"Please approve this expense report for 'Team Travel to Bangalore'. Amount: ₹25,000.",other
"This is to inform you that your recent bank transaction of ₹5,000 has been processed successfully.",other
"A new post was published on the 'Fire Safety Professionals' blog. Read it here.",other
"You are invited to the wedding of Rohan and Priya. Please RSVP by the end of the month.",other
"This email and any attachments are confidential and intended solely for the use of the individual to whom it is addressed.",other
"Your request to reset your password has been received. If you did not make this request, please ignore this email.",other
"The company-wide survey on work-life balance is now open. Please submit your anonymous feedback.",other
"Weekly Performance Report: Your website had 1,500 visitors this week, a 10% increase from last week.",other
"This is an out-of-office auto-reply. I am currently on leave and will respond to your message upon my return.",other
"Your Uber ride receipt is here. Total fare: ₹350. Thank you for riding with us.",other
"A new version of our software is available. Please update to the latest version for new features and security patches.",other
"You have been added to the 'Project Phoenix' mailing list. You will now receive all updates regarding this project.",other
"This is a delivery failure notification. We were unable to deliver your message to 'invalid-email@example.com'.",other
"Your monthly phone bill is generated and attached. Please pay before the due date.",other
"An article you might like: 'The Future of AI in Industrial Safety'. Read it on Medium.",other
"Please provide a quotation for 250 units of pendent type glass bulb sprinklers with a 68°C temperature rating for our residential tower project. Include datasheets with your offer.",quotation_request
"We have an enquiry for an atomizing sprinkler system for a special application in a dust-prone environment. Can you share technical details on droplet size and operating pressure?",general_enquiry
"Complaint: The 4-way fire brigade inlet supplied against our PO#77341 has a faulty non-return valve on one of the inlets. Please arrange for a replacement unit.",complaint
"Following up on our discussion last week regarding the water spray system for our coal conveyor. We are still awaiting your budgetary proposal and system layout drawing.",follow_up
"Kindly quote for a single trailer-mounted hydrant monitor with a 2000 LPM flow rate and foam induction capabilities. Delivery to be at our Paradip port facility.",quotation_request
"What is the standard material for your open spray nozzles? We require SS-316 for a corrosive industrial environment. Please confirm availability.",general_enquiry
"The white hose pipes we procured from you (Batch #WH-2024-03) are showing premature yellowing and cracking. This is a quality complaint.",complaint
"Gentle reminder: We are still waiting for the test certificates for the Wet Alarm Valve we requested on May 15th. Our client audit is pending on this.",follow_up
"We require your best price for 8 nos. of 4-way flanged fire brigade inlets, PN16 rated, for the DLF Cybercity Phase 4 project in Gurgaon.",quotation_request
"Can your water drip ball be installed in an inverted position? We have a ceiling height constraint and need clarification before ordering.",general_enquiry
"The glass bulb sprinklers (Order #5421) were delivered without the required escutcheon plates. Please send the missing 150 plates immediately.",complaint
"Following up on ticket #C-9812 regarding the faulty hydrant monitor. It has been 10 days and we have not received a response from your service team.",follow_up
"Requesting a techno-commercial offer for a complete water spray system for two 10 MVA transformers at our substation. Please comply with OISD-117 standards.",quotation_request
"Do your open spray nozzles come with integrated strainers? This is a requirement for our project to prevent clogging.",general_enquiry
"The atomizing sprinklers are using significantly more water than specified in your datasheet, causing our pump to trip. This is a critical performance issue.",complaint
"Hi, just checking in on the status of our quotation request for the glass bulb sprinklers. We need to submit our final project costing by Friday.",follow_up
"Please quote for a fixed hydrant monitor with joystick control. Required for jetty fire protection. Include price for optional remote control.",quotation_request
"For your 4-way inlets, what is the recommended clearance required for installation and hose connection? Need this for our civil design.",general_enquiry
"The threads on the white hose pipe couplings do not match our existing hydrant valves. You have supplied the wrong coupling type.",complaint
"This is our third follow-up regarding the design for the transformer water spray system. If we do not receive it by tomorrow, we will have to look for another vendor.",follow_up
"Kindly provide a quotation for 1000 nos. of upright glass bulb sprinklers, 79°C rating, UL listed. Bulk discount should be applicable.",quotation_request
"Does your water drip ball serve as a drain point in a dry pipe sprinkler system? Please explain its function in your system design.",general_enquiry
"The paint on the hydrant monitor is peeling off after only two months of exposure to coastal weather. The specified marine-grade coating was clearly not used.",complaint
"Per our phone call, please find the attached site layout. We are awaiting your recommendation and quote for the required open spray nozzles.",follow_up
"We need a price for two wall-mounted 4-way breeching inlets with all accessories for our basement parking area.",quotation_request
"Are your atomizing sprinkler systems NFPA compliant for use in data centers as a pre-action system? Please provide compliance documents.",general_enquiry
"The white hose pipe we ordered had a specified length of 30 meters, but the delivered pipes are only 25 meters long. This is a supply discrepancy.",complaint
"Following up on my enquiry about the water drip ball's application. Awaiting a response from your technical team.",follow_up
"Please quote for 20 lengths of 63mm RRL Type A white hose pipe, each 15 meters long, with SS304 instantaneous couplings.",quotation_request
"What is the coverage area of a single open spray nozzle (Model OSN-12) at a pressure of 3.5 bar?",general_enquiry
"The glass bulb in one of our new sprinklers shattered during installation, even though no excessive force was used. This suggests a manufacturing defect.",complaint
"This is a reminder regarding the hydrant monitor quotation (our enquiry ref: HM-001). Please send your offer today.",follow_up
"We need a budgetary quote for a deluge system using open spray nozzles for an aircraft hangar. The area is approx. 2000 sq. meters.",quotation_request
"Can you provide a comparison between a standard sprinkler system and an atomizing water mist system for a library? We are concerned about water damage.",general_enquiry
"Your team installed the 4-way inlet upside down, with the drain valve facing upwards. This is a serious installation error. Rectify immediately.",complaint
"We sent the drawings for the water spray system two weeks ago. When can we expect to receive your quotation?",follow_up
"Please quote for spare parts for our hydrant monitor: one nozzle and one set of swivel joint seals.",quotation_request
"What certifications do your glass bulb sprinklers carry? We specifically require FM Global approval.",general_enquiry
"The white hose pipes delivered have a strong, unpleasant chemical smell and our staff have complained. Is the material used safe?",complaint
"Could you please confirm if you received our PO for the 4-way inlets? We need an estimated delivery date for our project planning.",follow_up
"Requesting a quote for 200 high-velocity open spray nozzles for our LPG storage bullet protection project.",quotation_request
"Regarding the water drip ball, is it a one-time use product or can it be reset after activation?",general_enquiry
"The hydrant monitor failed during a live fire drill. The gears for vertical movement seem to have stripped. This is a major safety failure.",complaint
"Following up again on the faulty 4-way inlet (Ticket #C-9812). Our project is stalled because of this. We need an immediate resolution.",follow_up
"Please send a quotation for a complete water spray system designed as per NFPA 15 for a cable gallery. BOQ and drawings are attached.",quotation_request
"Can you confirm if your glass bulb sprinklers are suitable for use in an MRI room? We need non-ferrous models.",general_enquiry
"The delivered white hose pipes have started to develop fungus internally after just one use. This indicates poor quality material.",complaint
"Reminder: We need the datasheet for the atomizing sprinklers to get client approval. Please share it at the earliest.",follow_up
"We require your best price for 500 nos. of K-80, 1/2"" BSP, pendent type, chrome-plated glass bulb sprinklers.",quotation_request
